iso_timestamp,surveyor_id,survey_type,request_seq,batch_size,http_status,outcome,ack_count,latency_ms,response_body
2026-08-27T14:28:43.955Z,LOADTEST-T-JUNCTION-03,t-junction,15,15,200,success,15,11689,"{""status"":""success"",""count"":15}"
2026-08-27T14:28:44.387Z,LOADTEST-MAIN-ROAD-01,main-road,14,15,200,success,15,13941,"{""status"":""success"",""count"":15}"
2026-08-27T14:28:58.736Z,LOADTEST-PEDESTRIAN-04,pedestrian,19,15,200,success,15,3872,"{""status"":""success"",""count"":15}"
2026-08-27T14:28:58.737Z,LOADTEST-BUS-IDLING-05,bus-idling,18,15,200,success,15,7036,"{""status"":""success"",""count"":15}"
2026-08-27T14:28:58.961Z,LOADTEST-T-JUNCTION-03,t-junction,16,15,200,success,15,10245,"{""status"":""success"",""count"":15}"
2026-08-27T14:28:59.399Z,LOADTEST-MAIN-ROAD-01,main-road,15,15,200,success,15,12870,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:00.120Z,LOADTEST-ROUNDABOUT-02,roundabout,12,30,200,success,30,15341,"{""status"":""success"",""count"":30}"
2026-08-27T14:29:00.502Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,12,29,200,success,29,18025,"{""status"":""success"",""count"":29}"
2026-08-27T14:29:13.749Z,LOADTEST-PEDESTRIAN-04,pedestrian,20,15,200,success,15,8088,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:13.750Z,LOADTEST-BUS-IDLING-05,bus-idling,19,15,200,success,15,11334,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:13.962Z,LOADTEST-T-JUNCTION-03,t-junction,17,15,200,success,15,14264,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:14.401Z,LOADTEST-MAIN-ROAD-01,main-road,16,15,200,success,15,16974,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:28.765Z,LOADTEST-PEDESTRIAN-04,pedestrian,21,14,200,success,14,6581,"{""status"":""success"",""count"":14}"
2026-08-27T14:29:28.765Z,LOADTEST-BUS-IDLING-05,bus-idling,20,14,200,success,14,9561,"{""status"":""success"",""count"":14}"
2026-08-27T14:29:28.966Z,LOADTEST-T-JUNCTION-03,t-junction,18,15,200,success,15,13103,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:30.135Z,LOADTEST-ROUNDABOUT-02,roundabout,13,30,200,success,30,16074,"{""status"":""success"",""count"":30}"
2026-08-27T14:29:30.517Z,LOADTEST-INSTITUTIONAL-IDLING-06,institutional-idling,13,30,200,success,30,24913,"{""status"":""success"",""count"":30}"
2026-08-27T14:29:43.767Z,LOADTEST-PEDESTRIAN-04,pedestrian,22,15,200,success,15,14252,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:43.768Z,LOADTEST-BUS-IDLING-05,bus-idling,21,15,200,success,15,22607,"{""status"":""success"",""count"":15}"
2026-08-27T14:29:43.980Z,LOADTEST-T-JUNCTION-03,t-junction,19,15,200,success,15,24987,"{""status"":""success"",""count"":15}"
